Time,postX,postY,postZ,wristX,wristY,wristZ
2.55,35.361147,1284.2686,987.25969,8.5091175,1190.3702,247.93186
2.56,35.417557,1284.4737,987.48581,8.5363775,1190.3547,248.13459
2.57,34.964487,1284.4648,988.07032,8.5163375,1190.2668,248.69151
2.58,34.270227,1284.0721,988.90569,8.4260075,1190.4153,249.83596
2.59,33.408667,1284.387,989.75707,8.3386275,1190.3881,250.91104
2.6,33.054777,1284.3914,991.06956,8.4888775,1190.1835,252.26688
2.61,32.138267,1284.2148,992.85245,8.7152575,1189.9343,253.98188
2.62,31.577027,1284.3425,995.03364,9.0278575,1189.5812,256.18582
2.63,30.952007,1284.6944,997.04075,9.1393275,1189.5378,258.63612
2.64,30.210157,1284.6347,999.3681,9.2917075,1189.5262,261.06761
2.65,29.439237,1284.4212,1001.4637,9.5256775,1189.3267,263.68108
2.66,28.785017,1284.484,1002.6797,9.5278175,1189.0248,265.9685
2.67,27.832167,1285.0986,1004.1641,9.7860775,1188.9647,267.92494
2.68,26.904617,1285.1195,1005.1953,9.8890475,1188.7709,270.01603
2.69,25.876187,1285.9181,1004.5659,10.134107,1188.7686,270.89968
2.7,25.114657,1285.7367,1004.5624,10.407757,1188.689,272.16141
2.71,23.813677,1285.32,1004.1065,10.804267,1188.7401,273.96912
2.72,22.441847,1284.9115,1003.0765,11.291947,1188.2362,275.10778
2.73,21.270457,1285.2684,1000.7956,11.392367,1188.1949,275.64511
2.74,19.389307,1284.9382,999.72187,11.221737,1188.0266,276.88141
2.75,18.409417,1285.0846,998.08897,11.395117,1187.8031,277.69845
2.76,17.211297,1285.2209,996.18369,11.421327,1187.6812,279.18477
2.77,16.249617,1285.5581,994.28254,11.377537,1187.0963,280.53277
2.78,14.935487,1285.3221,992.87764,11.292007,1186.9115,282.59619
2.79,12.971977,1285.576,990.83711,11.153027,1186.6283,283.84991
2.8,11.271627,1285.9445,988.3552,10.997547,1186.4235,285.7868
2.81,9.7462175,1285.963,986.35999,10.739497,1186.102,287.17124
2.82,8.4544275,1286.0993,983.87501,10.691867,1185.9933,289.49381
2.83,6.9137275,1285.9387,981.24108,10.188517,1185.5411,291.29228
2.84,5.3603175,1286.1337,978.33851,9.5504575,1185.3893,293.13372
2.85,3.6484475,1286.2067,974.61094,8.8153475,1185.1133,294.49207
2.86,2.5422775,1286.3954,971.25819,8.0679275,1184.9771,295.77596
2.87,1.5966175,1286.6303,970.19437,7.2295675,1185.0389,296.94212
2.88,0.9109475,1286.5698,970.09415,6.0939275,1184.9324,298.21382
2.89,-0.6143825,1286.3022,970.62505,5.2359475,1184.7949,299.05547
2.9,-2.3354825,1286.5234,972.7099,4.2598475,1184.7177,299.37649
2.91,-4.5993125,1286.5438,975.41762,2.5522975,1185.0298,300.08393
2.92,-5.3398925,1286.7023,978.85173,1.3750775,1184.9197,300.69122
2.93,-6.9318425,1286.6363,981.87607,-0.2757125,1185.0139,301.85108
2.94,-8.1674925,1286.7933,984.21434,-1.8176425,1184.9914,303.27183
2.95,-8.7072125,1286.8874,987.13375,-3.5793025,1184.6745,304.51096
2.96,-9.1554625,1286.9278,989.62672,-5.1164625,1184.6235,305.70538
2.97,-10.120713,1287.0536,991.53796,-6.9616025,1184.8568,306.72389
2.98,-11.859903,1286.7823,992.7829,-8.6181725,1184.7295,307.70671
2.99,-12.287043,1287.4744,993.10824,-10.610823,1184.8399,307.58669
3,-12.968783,1287.6071,993.56431,-12.891263,1185.0088,308.62817
3.01,-13.468913,1287.6473,993.0921,-15.063903,1184.9148,308.80456
3.02,-13.844253,1286.9988,993.79198,-17.070753,1184.8505,310.34158
3.03,-14.490853,1287.1881,992.6738,-19.336983,1184.8572,310.45578
3.04,-14.834803,1287.3733,991.26246,-21.462463,1184.8243,310.95979
3.05,-15.353363,1287.0832,989.91459,-23.564313,1184.6546,311.52473
3.06,-15.440083,1287.6651,987.56777,-25.357983,1184.7385,311.67752
3.07,-15.814983,1287.4835,985.61861,-27.500343,1184.7077,313.05129
3.08,-15.751733,1287.1529,983.41167,-29.696763,1184.6361,313.46131
3.09,-16.151723,1287.7363,980.38297,-31.659293,1184.8822,313.63344
3.1,-16.050873,1287.8986,976.70719,-33.675113,1185.1045,313.68612
